dialogue,label
"caller: Sir/Ma’am, your phone storage is at risk! Give us remote access to resolve your device errors instantly.   receiver: What exactly is wrong with my phone?   caller: A device scan showed malware. Go to this link now.   receiver: I’ll check with my provider.",1
"caller: Hi, this is Zach from the animal rescue. The kitten you applied for is ready to go home. receiver: That’s wonderful! When can I come by? caller: Anytime after 1 today.",0
caller: This is Visa security team. There’s concern about your last purchase. Please read out your card details to confirm. receiver: I will contact my bank instead.  ,1
caller: I’m an HR manager–our payroll system needs to update your direct deposit info. receiver: I’ll confirm this with HR in person before making changes.,1
"caller: Hi, this is Sophia at Natural Foods Market. We have your special order ready.   receiver: Thank you for calling. I'll pick it up this evening.  ",0
"caller: Hi, we’ve noticed unusual login attempts on your email account.   receiver: Oh no, what should I do?   caller: Please give us your password so we can secure your account.   receiver: I don’t think so.",1
"caller: Hi, it’s Paul from The Bike Shop. Your order for the new helmet is in.   receiver: Great, I’ll pick it up on my way home.   caller: See you soon.",0
caller: Get a free home security system—just cover shipping. receiver: Who is the manufacturer? I’ll buy directly if interested.  ,1
caller: You have unpaid tolls. Pay now to avoid court proceedings. receiver: Which tolls? I haven’t traveled recently. caller: They could be from several months ago; verify your car registration for more info.,1
"caller: Hello, this is the Smith household. receiver: Hi, this is Maria from Bluewave Landscaping. Just confirming your lawn service for Thursday. caller: Thursday is perfect, thank you Maria.",0
"caller: Avoid account deactivation by verifying your personal info now. receiver: If my account is at risk, I’ll contact support.  ",1
"caller: Congratulations! You qualified for exclusive travel deals. Confirm your identity to redeem. receiver: What’s included? caller: Flights and hotels, just need your credit card for booking. receiver: Send me the details first.",1
"caller: Hey, are you free this weekend to catch up over coffee? receiver: Yes, I’d love that. Saturday or Sunday?",0
"caller: Due to a breach, your insurance policy is at risk. Please recite your policy number and bank details to secure your benefits. receiver: Are you my regular agent? caller: Your usual agent is unavailable; I am authorized to assist.",1
"caller: Hi Mom, are you free to watch the kids for an hour this evening?   receiver: Sure, what time do you need me?   caller: Around six, if possible.   receiver: That’s fine, I’ll see you then!",0
caller: Upgrade your payment security with our new authentication program. Tell me your credentials. receiver: Is this from my bank? caller: It’s a bank-backed program managed by us for safety.,1
"caller: Hi, this is Ava from family medicine. Dr. Evans will be running 20 minutes late for your appointment. receiver: Thanks for letting me know, I’ll plan accordingly.",0
caller: You’re selected for prepaid Visa rewards. Share your address and credit card to ship your card. receiver: Will I be charged for this? caller: There’s a $5 shipping fee to be deducted after confirmation.,1
caller: Your kids are eligible for a free scholarship. Confirm their names and your bank account to guarantee funds. receiver: Can I get more information before giving details? caller: The scholarship is limited. Early confirmation secures a spot.,1
caller: This is Facebook security. Your account will be deactivated due to policy violations.   receiver: What violations?   caller: Suspicious activity. Log in and verify with the link provided.   receiver: I won’t click unknown links.,1
caller: We’re updating our student database. Confirm your student number and DOB for continued enrollment. receiver: Can’t I do this online? caller: System upgrades require temporary phone confirmation for all students.,1
"caller: Hi, we see your tax refund is stuck. Click this link and log in to resolve. receiver: Thanks, doing it now.",1
caller: Get instant approval on personal loans—just pay the upfront fee now. receiver: Legitimate loans never require upfront payments.  ,1
"caller: This is Olivia from Fresh Market. receiver: Hi Olivia! caller: Just calling to confirm your grocery delivery for tomorrow afternoon. receiver: That’s perfect, thank you.",0
"caller: Good afternoon, this is Paul from the college admission office. Your transcript has been received and your application is complete. receiver: Thank you so much. When can I expect to hear a decision? caller: Decisions will be emailed in four weeks. receiver: Great, I appreciate the update.",0
"caller: Hello, this is Peter from Northside Pharmacy. Your prescription refill is ready for pickup.   receiver: Thank you, Peter. Can I come by after 6 pm?   caller: Absolutely, we’re open until 8.   receiver: Perfect.",0
"caller: Hi, it’s Owen from the food pantry. We received your donation and wanted to thank you personally. receiver: That’s very kind, Owen. Happy to help. caller: We appreciate your support!",0
"caller: Hi, Mr. Greene? receiver: Yes, who’s speaking? caller: This is the cable company. There’s a temporary service interruption scheduled tomorrow at 1pm. receiver: Thanks for the notice.",0
"caller: Hi, this is Warren from your building’s security desk. receiver: Hi. caller: You have a visitor in the lobby. Should I send them up? receiver: Yes, please, thank you.",0
"caller: Hello, Mr. Stone, this is Pam at City Library.   receiver: Hello, Pam.   caller: Your reserved books are ready for pick-up.   receiver: Perfect, I’ll stop by after noon.",0
caller: This is Walmart. You won a $500 shopping spree. receiver: That sounds amazing! caller: Just give your bank info for the deposit.,1
caller: I’m with your antivirus provider. Your renewal failed. Share card details to maintain virus protection. receiver: I thought my subscription renewed automatically. caller: There was a payment error. Let’s resolve it now.,1
"caller: Hi, this is Angela from Maple Community Center. You left a backpack here yesterday. receiver: Oh! Thank you, I’ll come pick it up this afternoon.",0
"caller: Hello! I wanted to let you know the neighborhood meeting has been rescheduled to Tuesday at 7 PM. receiver: Thank you, I’ll update my calendar.",0
